Name,Location,Description,record,expression,labels,alert,enabled,severity,for,actions,resolveConfiguration,annotations,translation
FalRuleGroup,eastus,FAL Alerts,,increase(fal_s3_delete_file_from_s3_reader_worker_failure_count[5m]) > 2,"{'metric': 'fal_s3_delete_file_from_s3_reader_worker_failure_count', 'service': 'fal', 'pod': 'fal'}",FalS3DeleteFileS3,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert FalS3DeleteFileS3 has fired on #$.labels.region#', 'IcM.Description': 'Failure encountered while deleting file from S3 in reader worker', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/fal-s3-prometheus-alerts'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'FalS3DeleteFileS3', 'description': 'Failure encountered while deleting file from S3 in reader worker', 'summary': 'Failure encountered while deleting file from S3 in reader worker'}",There has been more than 2 increase in failures of the S3 delete file operation from the reader worker within the last 5 minutes.
FalRuleGroup,eastus,FAL Alerts,,increase(fal_s3_decrement_key_on_redis_reader_worker_failure_count[5m]) > 9,"{'metric': 'fal_s3_decrement_key_on_redis_reader_worker_failure_count', 'service': 'fal', 'pod': 'fal'}",FalS3DecrementKeyRedis,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert FalS3DecrementKeyRedis has fired on #$.labels.region#', 'IcM.Description': 'Failure encountered while decrementing key on redis in reader worker', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/fal-s3-prometheus-alerts'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'FalS3DecrementKeyRedis', 'description': 'Failure encountered while decrementing key on redis in reader worker', 'summary': 'Failure encountered while decrementing key on redis in reader worker'}",The number of times a Redis reader worker failed and decremented a key in S3 has increased by more than 9 instances within the last 5 minutes.
FalRuleGroup,eastus,FAL Alerts,,increase(fal_s3_delete_key_on_redis_reader_worker_failure_count[5m]) > 9,"{'metric': 'fal_s3_delete_key_on_redis_reader_worker_failure_count', 'service': 'fal', 'pod': 'fal'}",FalS3DeleteKeyRedis,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert FalS3DeleteKeyRedis has fired on #$.labels.region#', 'IcM.Description': 'Failure encountered while deleting key on redis in reader worker', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/fal-s3-prometheus-alerts'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'FalS3DeleteKeyRedis', 'description': 'Failure encountered while deleting key on redis in reader worker', 'summary': 'Failure encountered while deleting key on redis in reader worker'}",The number of times the S3 delete key operation failed on the Redis reader worker in the last 5 minutes has increased by more than 9 occurrences.
FalRuleGroup,eastus,FAL Alerts,,increase(fal_s3_receive_message_from_asb_error[5m]) > 9,"{'metric': 'fal_s3_receive_message_from_asb_error', 'service': 'fal', 'pod': 'fal'}",FalS3ReceiveMsgAsbError,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert FalS3ReceiveMsgAsbError has fired on #$.labels.region#', 'IcM.Description': 'Failure encountered during receiving message from azure service bus', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/fal-s3-prometheus-alerts'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'FalS3ReceiveMsgAsbError', 'description': 'Failure encountered during receiving message from azure service bus', 'summary': 'Failure encountered during receiving message from azure service bus'}",The number of times an error occurred while receiving a message from Azure Service Bus to S3 in the last 5 minutes has increased by more than 9.
FalRuleGroup,eastus,FAL Alerts,,sum(increase(fal_s3_reader_worker_mdsd_send_failure[5m])) > 30,"{'metric': 'fal_s3_reader_worker_mdsd_send_failure', 'service': 'fal', 'pod': 'fal'}",FalS3ReaderWorkerMdsdSendFailure,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert FalS3ReaderWorkerMdsdSendFailure has fired on #$.labels.region#', 'IcM.Description': 'Failure encountered when mdsd send failed during file processing', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/fal-s3-prometheus-alerts'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'FalS3ReaderWorkerMdsdSendFailure', 'description': 'Failure encountered when mdsd send failed during file processing', 'summary': 'Failure encountered when mdsd send failed during file processing'}","In the last 5 minutes, the total number of times the S3 reader worker failed to send data to MDSD is more than 30."
FalRuleGroup,eastus,FAL Alerts,,"sum by(region, ownerid) (increase(fal_s3_num_files_generated_per_customer[10m]) > 0) and sum by(region, ownerid) (increase(fal_s3_num_logs_processed_per_customer[10m]) == 0)","{'metric': 'fal_s3_num_files_generated_per_customer', 'service': 'fal', 'pod': 'fal'}",FalS3LogsGeneratingButNotProcessing,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert FalS3LogsGeneratingButNotProcessing has fired on #$.labels.region#', 'IcM.Description': 'Logs are generating but not processing for FAL service #$.labels.region# | pod #$.labels.pod# | ownerid #$.labels.ownerid#', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/fal-s3-prometheus-alerts'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'title': 'FalS3LogsGeneratingButNotProcessing', 'description': 'Alert for FAL S3 logs generating but not processing', 'summary': 'Logs are generating but not processing for FAL service'}","""Alert when a customer has generated new files in the last 10 minutes, but hasn't processed any logs in the same time period, grouped by region and owner ID."""
ONTAPRuleGroup,eastus,ONTAP alerts,,"(cluster_new_status == 0) * on(ontap_cluster) group_left(upgrade_status) image_upgrade_labels{upgrade_status!=""in_progress""}","{'metric': 'cluster_new_status', 'service': 'Ontap'}",ClusterDegraded,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert ClusterDegraded has fired on #$.labels.region# - #$.labels.ontap_cluster#', 'IcM.Description': 'Cluster is in degraded state from last 10 mins (region #$.labels.region#) (cluster #$.labels.ontap_cluster#) (namespace #$.labels.namespace#)'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}",{'description': 'Cluster is in degraded state from last 10 mins (region #$.labels.region#) (cluster #$.labels.ontap_cluster#)'},"""Show me clusters that have a new status of 0 (meaning they are not currently being upgraded), but also show me their current upgrade status, and only include clusters where an image upgrade is not currently in progress."""
ONTAPRuleGroup,eastus,ONTAP alerts,,"(node_new_status == 0) * on(ontap_cluster) group_left(upgrade_status) image_upgrade_labels{upgrade_status!=""in_progress""}","{'metric': 'node_new_status', 'service': 'Ontap'}",NodeDegraded,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert NodeDegraded has fired on #$.labels.region# - #$.labels.ontap_cluster#', 'IcM.Description': 'Node is in degraded state from last 10 mins (region #$.labels.region#) (node #$.labels.node#)'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}",{'description': 'Node is in degraded state from last 10 mins (region #$.labels.region#) (node #$.labels.node#) (namespace #$.labels.namespace#)'},"""Create a new metric when the node status is unknown (0) for an Ontap cluster, and there's an image upgrade that is not currently in progress, grouping the results by upgrade labels."""
ONTAPRuleGroup,eastus,ONTAP alerts,,nic_new_status == 0,"{'metric': 'nic_new_status', 'service': 'Ontap'}",PortDown,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert PortDown has fired on #$.labels.region# - #$.labels.ontap_cluster# #$.labels.node# #$.labels.nic#', 'IcM.Description': 'Ethernet Port (nic #$.labels.nic#) is down on (region #$.labels.region#) (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#)'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}",{'description': 'Ethernet Port (nic #$.labels.nic#) is down on (region #$.labels.region#) (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#)'},The network interface is currently down.
ONTAPRuleGroup,eastus,ONTAP alerts,,"count(disk_labels{failed=""true""}) by (node,ontap_cluster,region,kubernetes_pod_name) > 1","{'metric': 'disk_labels', 'service': 'Ontap'}",MultipleDiskFailure,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert MultipleDiskFailure has fired on #$.labels.region# - #$.labels.ontap_cluster#', 'IcM.Description': 'Multiple disk failure on (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#)'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}",{'description': 'Multiple disk failure on (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#)'},"Alert when there is more than one failed disk on any node, Ontap cluster, region, or Kubernetes pod."
ONTAPRuleGroup,eastus,ONTAP alerts,,aggr_new_status != 1,"{'metric': 'aggr_new_status', 'service': 'Ontap'}",AggregateNotOnline,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert AggregateNotOnline has fired on #$.labels.region# - #$.labels.ontap_cluster# - #$.labels.aggr# ', 'IcM.Description': 'Aggregate is not online on (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#)'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}",{'description': 'Aggregate is not online on (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#)'},"""Trigger an alert when the aggregated new status is not okay (i.e., not equal to 1), indicating a potential issue or error."""
ONTAPRuleGroup,eastus,ONTAP alerts,,aggr_space_used_percent > 70,"{'metric': 'aggr_space_used_percent', 'service': 'Ontap'}",AggregateSpaceUsageHigh,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert AggregateSpaceUsageHigh has fired on #$.labels.region# - #$.labels.ontap_cluster# - #$.labels.aggr#', 'IcM.Description': 'High space usage on aggregate (aggr #$.labels.aggr#) (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#) (kubernetes_pod_name #$.labels.kubernetes_pod_name#)'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}",{'description': 'High space usage on aggregate (aggr #$.labels.aggr#) (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#) (kubernetes_pod_name #$.labels.kubernetes_pod_name#)'},The aggregated used space percentage is greater than 70%.
ONTAPRuleGroup,eastus,ONTAP alerts,,aggr_space_physical_used_percent > 70,"{'metric': 'aggr_space_used_percent', 'service': 'Ontap'}",AggregatePhysicalSpaceUsageHigh,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert AggregatePhysicalSpaceUsageHigh has fired on #$.labels.region# - #$.labels.ontap_cluster# #$.labels.aggr#', 'IcM.Description': 'High physical space usage on aggregate (aggr #$.labels.aggr#) (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#) (kubernetes_pod_name #$.labels.kubernetes_pod_name#)'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}",{'description': 'High physical space usage on aggregate (aggr #$.labels.aggr#) (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#) (kubernetes_pod_name #$.labels.kubernetes_pod_name#)'},The physical space used on the system exceeds 70%.
ONTAPRuleGroup,eastus,ONTAP alerts,,"count by (node,ontap_cluster,region) (ems_events{message=""callhome.nvram.cecc""} or ems_events{message=""nvdimm.excessive.cecc.errs""}) == 2","{'metric': 'ems_events', 'service': 'Ontap'}",NVRAMDegraded,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert NVRAMDegraded has fired on #$.labels.region# - #$.labels.ontap_cluster# ', 'IcM.Description': 'Degraded NVRAM detected on (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#)'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}",{'description': 'Degraded NVRAM detected on (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#)'},"Trigger an alert when there are exactly 2 error events related to either ""callhome.nvram.cecc"" or ""nvdimm.excessive.cecc.errs"" messages, grouped by node, Ontap cluster, and region."
ONTAPRuleGroup,eastus,ONTAP alerts,,"count by (node,ontap_cluster,region) (ems_events{message=""cf.multidisk.fatalproblem""}) > 0","{'metric': 'ems_events', 'service': 'Ontap'}",ChelsioT6,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert ChelsioT6 Failure has fired on  #$.labels.region# - #$.labels.ontap_cluster#', 'IcM.Description': 'T6 port failure detected on (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#)'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}",{'description': 'T6 port failure detected on (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#)'},"Trigger an alert when there is at least one EMS event with a message indicating a fatal problem on multiple disks, grouped by node, NetApp OntAP cluster, and region."
ONTAPRuleGroup,eastus,ONTAP alerts,,"count by (node,ontap_cluster,region) (ems_events{message=""object.store.full""} or ems_events{message=""objstore.host.unresolvable""}) == 2","{'metric': 'ems_events', 'service': 'Ontap'}",CoolTierObject,True,4.0,,"[{'actionGroupId': '/subscriptions/2f495c46-73b1-463c-ae90-dae28e3880ef/resourcegroups/anf.automation.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Atlas', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert CoolTierObject Failure has fired on #$.labels.region# - #$.labels.ontap_cluster#', 'IcM.Description': 'Cool Tier Object store issue detected on (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#)'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}",{'description': 'Cool Tier Object store issue detected on (node #$.labels.node#) (ontap_cluster #$.labels.ontap_cluster#) (region #$.labels.region#)'},"Trigger an alert when there are exactly 2 occurrences of either ""object store full"" or ""object store host unresolvable"" events on the same node, Ontap cluster, and region."
